ID	PedUC47	PedUC58	PedCtrl59	PedUC60
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	1	1	0.0	0.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_fallax	0.0	0.0	1	0.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_hominis	6	1	2	0.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium	0.0	0.0	3	0.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_nakazawae	28	3	59	2
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	6	0.0	2	0.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	95	1	4	1
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	2	9	3	0.0
k__Bacillati|p__Bacillota|c__Tissierellia	14	851	88	79
k__Bacillati|p__Bacillota|c__Tissierellia|g__Ezakiella	0.0	0.0	0.0	1
k__Bacillati|p__Bacillota|c__Tissierellia|g__Ezakiella|s__Ezakiella_coagulans	0.0	0.0	0.0	1
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales	14	849	88	77
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	14	846	87	77
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Aedoeadaptatus	5	410	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Aedoeadaptatus|s__Aedoeadaptatus_acetigenes	0.0	275	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Aedoeadaptatus|s__Aedoeadaptatus_coli	0.0	12	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Aedoeadaptatus|s__Aedoeadaptatus_coxii	4	0.0	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Aedoeadaptatus|s__Aedoeadaptatus_nemausensis	1	0.0	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Aedoeadaptatus|s__Aedoeadaptatus_pacaensis	0.0	23	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Aedoeadaptatus|s__Aedoeadaptatus_urinae	0.0	15	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus	2	131	2	8
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_lactolyticus	0.0	0.0	1	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_murdochii	2	0.0	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_rubeinfantis	0.0	4	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_vaginalis	0.0	12	0.0	1
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_vaginimassiliensis	0.0	1	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	1	1	0.0	56
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna	1	0.0	0.0	3
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Helcococcus	0.0	0.0	1	1
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Helcococcus|s__Helcococcus_kunzii	0.0	0.0	0.0	1
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	0.0	69	84	2
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	0.0	0.0	68	1
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_parva	0.0	63	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus	5	178	0.0	10
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_asaccharolyticus	0.0	1	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_duerdenii	1	2	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_grossensis	0.0	1	0.0	6
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_harei	0.0	2	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_koenoeneniae	0.0	2	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	2	135	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_obesi	0.0	11	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_senegalensis	1	0.0	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_vaginalis	0.0	0.0	0.0	1
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Urinicoccus	0.0	3	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Urinicoccus|s__Urinicoccus_massiliensis	0.0	2	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Urinicoccus|s__Urinicoccus_timonensis	0.0	1	0.0	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Tepidimicrobiaceae	0.0	3	1	0.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales|f__Tepidimicrobiaceae|g__Keratinibaculum	0.0	3	1	0.0
k__Bacillati|p__Bacillota|g__Candidatus_Avanaerovorax	0.0	0.0	1	0.0
k__Bacillati|p__Bacillota|g__Candidatus_Coprosoma	0.0	0.0	0.0	1
k__Bacillati|p__Bacillota|g__Hydrogenispora	0.0	0.0	1	0.0
k__Bacillati|p__Bacillota|g__Ndongobacter	0.0	0.0	0.0	1
k__Bacillati|p__Bacillota|g__Negativibacillus	14	2	696	50
k__Bacillati|p__Bacillota|g__Negativibacillus|s__Negativibacillus_massiliensis	0.0	0.0	556	31
k__Bacillati|p__Bacillota|s__endosymbiont_'TC1'_of_Trimyema_compressum	0.0	0.0	0.0	1
k__Bacillati|p__Candidatus_Melainabacteria	12	6	5	54
k__Bacillati|p__Candidatus_Melainabacteria|o__Candidatus_Gastranaerophilales	12	6	5	54
k__Bacillati|p__Candidatus_Melainabacteria|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilaceae	12	6	5	54
k__Bacillati|p__Chloroflexota	0.0	0.0	1	7
k__Bacillati|p__Chloroflexota|c__Anaerolineae	0.0	0.0	1	2
k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales	0.0	0.0	1	2
k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	0.0	0.0	1	2
k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Pelolinea	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Caldilineae	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Caldilineae|o__Caldilineales	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Caldilineae|o__Caldilineales|f__Caldilineaceae	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Chloroflexia	0.0	0.0	0.0	2
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Candidatus_Chloroheliales	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Candidatus_Chloroheliales|f__Candidatus_Chloroheliaceae	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Candidatus_Chloroheliales|f__Candidatus_Chloroheliaceae|g__Candidatus_Chlorohelix	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Candidatus_Chloroheliales|f__Candidatus_Chloroheliaceae|g__Candidatus_Chlorohelix|s__Candidatus_Chlorohelix_allophototropha	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Herpetosiphonales	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae	0.0	0.0	0.0	1
k__Bacillati|p__Chloroflexota|c__Dehalococcoidia	0.0	0.0	0.0	2
k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales	0.0	0.0	0.0	2
k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae	0.0	0.0	0.0	2
k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides	0.0	0.0	0.0	2
k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides_mccartyi	0.0	0.0	0.0	2
k__Bacillati|p__Cyanobacteriota	1	2	1	11
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae	1	2	1	10
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Leptolyngbyales	0.0	1	0.0	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Leptolyngbyales|f__Leptolyngbyaceae	0.0	1	0.0	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Leptolyngbyales|f__Leptolyngbyaceae|g__Leptolyngbya	0.0	1	0.0	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nodosilineales	1	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nodosilineales|f__Nodosilineaceae	1	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nodosilineales|f__Nodosilineaceae|g__Halomicronema	1	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales	0.0	1	0.0	4
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Aphanizomenonaceae	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Aphanizomenonaceae|g__Dolichospermum	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Calotrichaceae	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Calotrichaceae|g__Dulcicalothrix	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Nostocaceae	0.0	0.0	0.0	2
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Nostocaceae|g__Anabaena	0.0	0.0	0.0	2
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Nostocaceae|g__Anabaena|s__Anabaena_azotica	0.0	0.0	0.0	2
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Oscillatoriales	0.0	0.0	1	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Oscillatoriales|f__Oscillatoriaceae	0.0	0.0	1	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Oscillatoriales|f__Oscillatoriaceae|g__Koinonema	0.0	0.0	1	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Oscillatoriales|f__Oscillatoriaceae|g__Koinonema|s__[Phormidium]_sp._ETS-05	0.0	0.0	1	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Pleurocapsales	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Pleurocapsales|f__Hyellaceae	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa|s__Pleurocapsa_sp._FMAR1	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Synechococcales	0.0	0.0	0.0	4
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Synechococcales|f__Prochlorococcaceae	0.0	0.0	0.0	3
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Synechococcales|f__Prochlorococcaceae|g__Prochlorococcus	0.0	0.0	0.0	3
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Synechococcales|f__Synechococcaceae	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Synechococcales|f__Synechococcaceae|g__Synechococcus	0.0	0.0	0.0	1
k__Bacillati|p__Cyanobacteriota|s__cyanobacterium_endosymbiont_of_Epithemia_turgida	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota	3	1	6	3185
k__Bacillati|p__Mycoplasmatota|c__Mollicutes	3	0.0	6	3184
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|g__Candidatus_Pelethenecus	3	0.0	0.0	3179
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales	0.0	0.0	1	2
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae	0.0	0.0	1	2
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma	0.0	0.0	1	0.0
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma	0.0	0.0	0.0	2
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales	0.0	0.0	5	2
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae	0.0	0.0	5	2
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Anaeroplasma	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_platyhelix	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota|g__Candidatus_Pelethosoma	0.0	1	0.0	0.0
k__Bacillati|p__Mycoplasmatota|o__Mycoplasmoidales	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota|o__Mycoplasmoidales|f__Metamycoplasmataceae	0.0	0.0	0.0	1
k__Bacillati|p__Mycoplasmatota|o__Mycoplasmoidales|f__Metamycoplasmataceae|g__Metamycoplasma	0.0	0.0	0.0	1
k__Fungi	4	2	5	5
k__Fungi|p__Ascomycota	4	2	3	5
k__Fungi|p__Ascomycota|c__Dothideomycetes	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria_dauci	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Leotiomycetes	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Botrytis	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Botrytis|s__Botrytis_cinerea	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Pichiomycetes	0.0	1	0.0	0.0
k__Fungi|p__Ascomycota|c__Pichiomycetes|o__Pichiales	0.0	1	0.0	0.0
k__Fungi|p__Ascomycota|c__Pichiomycetes|o__Pichiales|f__Pichiaceae	0.0	1	0.0	0.0
k__Fungi|p__Ascomycota|c__Pichiomycetes|o__Pichiales|f__Pichiaceae|g__Pichia	0.0	1	0.0	0.0
k__Fungi|p__Ascomycota|c__Pichiomycetes|o__Pichiales|f__Pichiaceae|g__Pichia|s__Pichia_kudriavzevii	0.0	1	0.0	0.0
k__Fungi|p__Ascomycota|c__Saccharomycetes	3	1	0.0	3
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	3	1	0.0	3
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	3	1	0.0	3
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Henningerozyma	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Henningerozyma|s__Henningerozyma_blattae	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces	0.0	0.0	0.0	2
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces|s__Kluyveromyces_marxianus	0.0	0.0	0.0	2
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces	3	0.0	0.0	0.0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae	2	0.0	0.0	0.0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_kudriavzevii	1	0.0	0.0	0.0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora	0.0	1	0.0	0.0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora|s__Tetrapisispora_phaffii	0.0	1	0.0	0.0
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae|g__Schizosaccharomyces	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae|g__Schizosaccharomyces|s__Schizosaccharomyces_osmophilus	0.0	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Sordariomycetes	1	0.0	1	1
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_asperellum	0.0	0.0	0.0	1
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	1	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariaceae	1	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariaceae|g__Sordaria	1	0.0	1	0.0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariaceae|g__Sordaria|s__Sordaria_macrospora	1	0.0	1	0.0
k__Fungi|p__Basidiomycota	0.0	0.0	2	0.0
k__Fungi|p__Basidiomycota|c__Malasseziomycetes	0.0	0.0	2	0.0
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales	0.0	0.0	2	0.0
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae	0.0	0.0	2	0.0
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia	0.0	0.0	2	0.0
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia_restricta	0.0	0.0	2	0.0
k__Fusobacteriati	45	23	20	167
k__Fusobacteriati|p__Fusobacteriota	45	23	20	167
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia	45	23	20	167
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales	45	23	20	167
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	44	23	15	167
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Candidatus_Stercorousia	2	0.0	1	14
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium	0.0	1	2	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium|s__Cetobacterium_somerae	0.0	1	2	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	42	22	12	151
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_animalis	0.0	5	0.0	1
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_hwasookii	0.0	0.0	1	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_necrophorum	1	0.0	0.0	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_polymorphum	4	1	5	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_pseudoperiodonticum	12	0.0	0.0	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_simiae	1	0.0	0.0	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans	0.0	0.0	0.0	1
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	1	0.0	5	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	0.0	0.0	2	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus	0.0	0.0	2	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus|s__Streptobacillus_moniliformis	0.0	0.0	2	0.0
k__Heunggongvirae	8	314	0.0	2
k__Heunggongvirae|p__Peploviricota	0.0	17	0.0	0.0
k__Heunggongvirae|p__Peploviricota|c__Herviviricetes	0.0	17	0.0	0.0
k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales	0.0	17	0.0	0.0
k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Orthoherpesviridae	0.0	17	0.0	0.0
k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Orthoherpesviridae|g__Roseolovirus	0.0	17	0.0	0.0
k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Orthoherpesviridae|g__Roseolovirus|s__Roseolovirus_humanbeta6b	0.0	16	0.0	0.0
k__Heunggongvirae|p__Uroviricota	8	297	0.0	2
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	8	297	0.0	2
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae	0.0	0.0	0.0	1
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus	0.0	0.0	0.0	1
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Lastavirus	0.0	0.0	0.0	1
